incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,fire_LON,fire_LAT,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,created,log_acres,aspect,elevation,first,hillshade,slope,fire_date,fire_id,matched_veg_LAT,matched_veg_LON,location_distance_degrees,STID,DATE,FUEL_TYPE,FUEL_VARIATION,PERCENT,NAME,GACC,GROUP,veg_LAT,veg_LON,ELE,veg_date,date_gap_days
Grande Fire,Y,2025-05-10T10:04:31Z,2025-05-09T11:26:11Z,CAL FIRE Santa Clara Unit,,Stanislaus,"Diablo Grande Parkway/West of I-5, Patterson",13.0,100.0,,,-121.183569,37.462643,Wildfire,059fbe95-ec41-4a58-9b48-475061f42517,https://www.fire.ca.gov/incidents/2025/5/9/grande-fire/,,,2025-05-09,N,True,False,2025-05-09,1.1139433523068367,333.0,77.42097473144531,28.616643164546595,186.0,4.0,2025-05-09,2762,37.34388888888889,-121.60805555555557,0.4407849529568966,801,2020-07-30,Chamise,New Growth,75.0,Mount Hamilton,NOCC,CalFire Santa Clara Unit,37.34388888888889,-121.60805555555557,3640.0,2020-07-30,1744
99 Fire,Y,2025-05-09T17:52:25Z,2025-05-09T14:29:50Z,CAL FIRE Butte Unit,,Butte,Highway 99 JNO Skillin Lane,32.0,100.0,,,-121.688719,39.55236,Wildfire,e6937d67-d13e-4941-8079-559703c0660d,https://www.fire.ca.gov/incidents/2025/5/9/99-fire/,,,2025-05-09,N,True,False,2025-05-09,1.505149978319906,274.0,42.5615234375,0.9918550429814196,182.0,1.0,2025-05-09,2763,39.65416666666667,-121.46277777777776,0.24781854909804618,107,2020-05-01,Manzanita,Greenleaf,92.0,Bloomer Hill - SW Old,NOCC,CalFire Butte Unit,39.65416666666667,-121.46277777777776,3000.0,2020-05-01,1834
Cherokee Fire,Y,2025-05-10T21:56:34Z,2025-05-10T16:56:55Z,CAL FIRE Tulare Unit,,Tulare,"Old Three Rivers Road, East of Highway 198, Three Rivers",20.0,100.0,,,-118.9149505,36.4213337,Wildfire,34d330e6-6eab-4527-b350-3616b17fcff0,https://www.fire.ca.gov/incidents/2025/5/10/cherokee-fire/,2025-05-10T21:30:00Z,2025-05-10,2025-05-10,N,True,False,2025-05-10,1.3010299956639813,217.0,243.2935485839844,25.863999223735895,184.0,2.0,2025-05-10,2764,36.492222222222225,-118.82944444444443,0.11106965435942995,164,2025-03-20,Chamise,New Growth,178.0,CA-KNP Yucca,SOCC,Sequoia-Kings NP,36.492222222222225,-118.82944444444443,1605.0,2025-03-20,51
Pozo Fire,Y,2025-05-11T18:40:14Z,2025-05-10T18:20:58Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"SR 58 West of East Pozo Road, East of Santa Margarita",86.0,100.0,,CDCR,-120.1997983,35.4018646,Wildfire,f9dd207d-0f51-449a-882d-7aa6aa1eaf7c,https://www.fire.ca.gov/incidents/2025/5/10/pozo-fire/,2025-05-11T18:39:48Z,2025-05-11,2025-05-10,N,True,False,2025-05-10,1.9344984512435677,217.0,522.2601928710938,13.286512512047072,187.0,3.0,2025-05-10,2765,35.35777777777778,-120.22972222222222,0.053283102526184685,951,2025-02-19,Chamise,New Growth,64.0,Pozo,SOCC,PGE-SOCC,35.35777777777778,-120.22972222222222,2100.0,2025-02-19,80
Catlett Fire,Y,2025-05-10T21:55:31Z,2025-05-10T13:38:42Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"East Catlett Road, Lincoln",175.0,100.0,,,-121.407882,38.846183,Wildfire,01fa37af-7ca8-4d5a-bdfc-60888a4b444f,https://www.fire.ca.gov/incidents/2025/5/10/catlett-fire/,2025-05-10T21:00:00Z,2025-05-10,2025-05-10,N,True,False,2025-05-10,2.2430380486862944,214.0,24.49227523803711,0.9654471437951804,181.0,0.0,2025-05-10,2766,38.914722222222224,-121.05083333333332,0.3635675664182445,129,2025-04-15,Manzanita,Greenleaf,122.0,Bowman,NOCC,PGE - NOCC,38.914722222222224,-121.05083333333332,1400.0,2025-04-15,25
Energy Fire,Y,2025-05-14T06:51:34Z,2025-05-12T12:29:22Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,California Valley near Energy Place and Highway 58,43.0,100.0,,,-120.040599,35.351787,Wildfire,27d27175-c7e1-4a5d-8e98-b4b29201da28,https://www.fire.ca.gov/incidents/2025/5/12/energy-fire/,2025-05-13T15:00:00Z,2025-05-13,2025-05-12,N,True,False,2025-05-12,1.6334684555795864,185.0,609.1869506835938,1.6476967033413474,180.0,0.0,2025-05-12,2767,35.35777777777778,-120.22972222222222,0.18921808212245053,951,2025-02-19,Chamise,New Growth,64.0,Pozo,SOCC,PGE-SOCC,35.35777777777778,-120.22972222222222,2100.0,2025-02-19,82
Sapphire Fire,Y,2025-05-14T22:04:13Z,2025-05-12T14:56:17Z,CAL FIRE San Bernardino Unit,,San Bernardino,4700 block of Sapphire Road in Chino Hills,10.0,100.0,,,-117.702445,33.954739,Wildfire,15127f35-1f17-42c2-8137-56ece7061ba0,https://www.fire.ca.gov/incidents/2025/5/12/sapphire-fire/,,,2025-05-12,N,True,False,2025-05-12,1.0,10.0,250.56507873535156,44.03644095826642,178.0,4.0,2025-05-12,2768,33.75472222222222,-117.67083333333332,0.2024994045967775,94,2025-05-01,Chamise,New Growth,131.11,Black Star,SOCC,Orange County Fire,33.75472222222222,-117.67083333333332,1080.0,2025-05-01,11
Robinson Fire,Y,2025-05-14T06:39:27Z,2025-05-13T13:48:24Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Snelling Road & Robinson Road, South of Snelling",120.0,100.0,,,-120.44704,37.498636,Wildfire,d3ba42d8-d13d-4040-9edc-5c1f44522f44,https://www.fire.ca.gov/incidents/2025/5/13/robinson-fire/,2025-05-13T18:02:51Z,2025-05-13,2025-05-13,N,True,False,2025-05-13,2.0791812460476247,301.0,82.9122085571289,12.72479988722457,190.0,4.0,2025-05-13,2769,37.81222222222222,-120.2675,0.3613459981342047,955,2025-05-02,Chamise,New Growth,185.0,Priest Grade,SOCC,PGE-SOCC,37.81222222222222,-120.2675,2500.0,2025-05-02,11
Hansen Fire,Y,2025-05-14T06:46:31Z,2025-05-13T14:05:06Z,CAL FIRE Santa Clara Unit,,San Joaquin,"I 580 and Mountain House Parkway, east of Tracy",16.0,100.0,,,-121.53522,37.719785,Wildfire,805b2240-1e96-4920-8bea-b4ae44005640,https://www.fire.ca.gov/incidents/2025/5/13/hansen-fire/,2025-05-13T18:46:00Z,2025-05-13,2025-05-13,N,True,False,2025-05-13,1.2041199826559248,106.0,86.23705291748047,10.979310470788077,161.0,6.0,2025-05-13,2770,37.91361111111111,-121.85166666666666,0.3710890111454369,222,2025-04-16,Chamise,New Growth,167.904,Clayton Ranch,NOCC,CalFire Santa Clara Unit,37.91361111111111,-121.85166666666666,1075.0,2025-04-16,27
L7a 2 Fire,Y,2025-05-14T06:39:52Z,2025-05-13T21:35:17Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Robinson Road and Spring Road, south of Merced River",120.0,100.0,,,-120.445783,37.493638,Wildfire,a7e25ed4-93bb-423c-89cf-64b48afbd1e0,https://www.fire.ca.gov/incidents/2025/5/13/l7a-2-fire/,2025-05-13T21:56:00Z,2025-05-13,2025-05-13,N,True,False,2025-05-13,2.0791812460476247,58.0,93.4693603515625,10.751246506036694,168.0,5.0,2025-05-13,2771,37.81222222222222,-120.2675,0.365076340972597,955,2025-05-02,Chamise,New Growth,185.0,Priest Grade,SOCC,PGE-SOCC,37.81222222222222,-120.2675,2500.0,2025-05-02,11
Acres Fire,Y,2026-01-05T14:04:54Z,2025-05-14T14:06:12Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 602 and Madera Canal, Madera",636.0,100.0,,Madera County Sheriff Office,-120.0170157,37.0815942,Wildfire,55621216-5ec5-430d-aff6-0f93b203fbfb,https://www.fire.ca.gov/incidents/2025/5/14/acres-fire/,2025-05-15T08:00:00Z,2025-05-15,2025-05-14,N,True,False,2025-05-14,2.803457115648414,174.0,107.2013702392578,3.1329984732920986,180.0,0.0,2025-05-14,2772,37.17638888888889,-119.58972222222222,0.43768224683321577,763,2022-04-26,Ceanothus,Buckbrush,107.0,McKenzie - Prather,SOCC,CDF Fresno-Kings Unit,37.17638888888889,-119.58972222222222,900.0,2022-04-26,1114
Duck Fire,Y,2025-05-15T16:27:33Z,2025-05-14T14:13:04Z,CAL FIRE Tuolumne-Calaveras Unit,,San Joaquin,"Near Highway 4, East of Farmington",68.0,100.0,,,-120.928401,37.944835,Wildfire,48f09db4-0701-48f1-88b5-12bcea02289e,https://www.fire.ca.gov/incidents/2025/5/14/duck-fire/,2025-05-14T18:00:00Z,2025-05-14,2025-05-14,N,True,False,2025-05-14,1.8325089127062364,313.0,46.421844482421875,3.950500852598654,181.0,0.0,2025-05-14,2773,38.11472222222223,-120.79,0.21912668727332515,1287,2025-05-09,Chamise,New Growth,51.96,Valley Springs,SOCC,CAL FIRE Toulumne-Calaveras Unit,38.11472222222223,-120.79,908.0,2025-05-09,5
Toro Fire,Y,2025-05-15T16:25:39Z,2025-05-14T16:23:46Z,CAL FIRE Riverside Unit,,Riverside,"El Toro Road / Lindell Road, Goodhope",28.0,100.0,,,-117.345037,33.757845,Wildfire,f7e153f3-91da-4cc3-a33b-dd7783c36a02,https://www.fire.ca.gov/incidents/2025/5/14/toro-fire/,2025-05-15T08:45:00Z,2025-05-15,2025-05-14,N,True,False,2025-05-14,1.4471580313422192,229.0,650.75927734375,23.237303649892866,193.0,5.0,2025-05-14,2774,33.6625,-117.41722222222222,0.11958835784586709,407,2022-09-02,Chamise,New Growth,80.0,El Cariso CNF,SOCC,Cleveland NF,33.6625,-117.41722222222222,2975.0,2022-09-02,985
Globe Fire,Y,2025-05-16T12:03:23Z,2025-05-15T11:35:02Z,Space Launch Delta 30 Fire Department,,Santa Barbara,"Off Globe Road near Vandenberg Space Force Base, Santa Barbara",27.0,100.0,,,-120.593673,34.886238,Wildfire,0ae5bd29-1d0f-4a1e-b1cc-400386f7d1b8,https://www.fire.ca.gov/incidents/2025/5/15/globe-fire/,2025-05-15T16:07:49Z,2025-05-15,2025-05-15,N,False,False,2025-05-15,1.4313637641589874,215.0,465.62939453125,80.32484631848628,212.0,18.0,2025-05-15,2775,34.69138888888889,-120.44555555555556,0.244754884424277,541,2014-10-29,Chamise,,48.0,Harris Grade,SOCC,Santa Barbara County FD,34.69138888888889,-120.44555555555556,340.0,2014-10-29,3851
Baxter Fire,Y,2025-05-16T22:04:23Z,2025-05-15T15:28:02Z,CAL FIRE Riverside Unit,,Riverside,"Avenida Manana / Running Rabbit Road, Murrieta",60.0,100.0,,,-117.149827,33.610162,Wildfire,68839891-cd6f-4a9a-9d7e-aef108232cf4,https://www.fire.ca.gov/incidents/2025/5/15/baxter-fire/,2025-05-16T22:04:19Z,2025-05-16,2025-05-15,N,True,False,2025-05-15,1.7781512503836436,188.0,450.8653259277344,12.905967262868812,185.0,10.0,2025-05-15,2776,33.64138888888889,-117.23944444444444,0.09490208079084315,1064,2025-05-06,Ceanothus,Hoaryleaf,116.2,SCE-Sedco Hills,SOCC,SCE,33.64138888888889,-117.23944444444444,1879.0,2025-05-06,9
Acampo Fire,Y,2025-05-19T21:04:20Z,2025-05-15T14:54:25Z,CAL FIRE Tuolumne-Calaveras Unit,,San Joaquin,"Johnson / Brandt Road, Clements",22.0,100.0,,,-121.040983,38.148511,Wildfire,7704bb91-db3a-4a24-b125-1b0e689fca4e,https://www.fire.ca.gov/incidents/2025/5/15/acampo-fire/,2025-05-15T17:01:00Z,2025-05-15,2025-05-15,N,True,False,2025-05-15,1.3424226808222062,48.0,77.64009094238281,6.465373090831478,177.0,1.0,2025-05-15,2777,38.11472222222223,-120.79,0.2532472068803743,1287,2025-05-09,Chamise,New Growth,51.96,Valley Springs,SOCC,CAL FIRE Toulumne-Calaveras Unit,38.11472222222223,-120.79,908.0,2025-05-09,6
White Fire,Y,2025-05-16T06:04:28Z,2025-05-15T14:35:14Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Le Grande, Merced",23.0,100.0,,,-120.198126,37.244386,Wildfire,1d662ad8-9166-4cf7-a7ff-cc2e6f8d35f1,https://www.fire.ca.gov/incidents/2025/5/15/white-fire/,2025-05-16T06:04:22Z,2025-05-16,2025-05-15,N,True,False,2025-05-15,1.3617278360175928,104.0,89.90360260009766,1.3866149000178414,179.0,0.0,2025-05-15,2778,37.5666,-119.925,0.4223975303810431,2200,2025-05-13,Chamise,,95.6,Midpines,SOCC,CAL FIRE Madera-Mariposa-Merced Unit,37.5666,-119.925,3058.0,2025-05-13,2
Washoe Fire,Y,2025-05-16T22:04:40Z,2025-05-16T12:36:53Z,CAL FIRE Fresno-Kings Unit,,Fresno,"South Washoe Ave and West Lincoln Ave, Mendota",25.0,100.0,,,-120.460299,36.652363,Wildfire,d70f377b-58e9-419a-bf5b-00117e270fac,https://www.fire.ca.gov/incidents/2025/5/16/washoe-fire/,2025-05-16T22:04:37Z,2025-05-16,2025-05-16,N,True,False,2025-05-16,1.3979400086720375,271.0,78.55892181396484,1.5013372520812454,180.0,0.0,2025-05-16,2779,36.20916666666667,-120.51194444444444,0.44619529559596843,727,2022-04-25,Chamise,New Growth,115.0,Los Gatos,SOCC,CDF Fresno-Kings Unit,36.20916666666667,-120.51194444444444,1533.0,2022-04-25,1117
Academy Fire,Y,2025-05-18T22:01:44Z,2025-05-16T14:58:54Z,San Diego Fire-Rescue Department,,San Diego,"Academy Road / San Pasqual Valley Road, San Pasqual Valley",49.0,100.0,,,-116.9455267,33.0859909,Wildfire,d868ae36-7e0e-4d19-a189-ad934b180a95,https://www.fire.ca.gov/incidents/2025/5/16/academy-fire/,,,2025-05-16,N,False,False,2025-05-16,1.6901960800285136,253.0,154.3219451904297,74.21154857206919,225.0,15.0,2025-05-16,2780,33.00277777777778,-116.96138888888888,0.08471146761989344,818,2025-04-29,Chamise,New Growth,145.76,Mt. Woodson Station,SOCC,CAL FIRE San Diego Unit,33.00277777777778,-116.96138888888888,2200.0,2025-04-29,17
Kahlon Fire,Y,2025-05-18T22:03:44Z,2025-05-17T07:49:33Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,East Sandy Mush Rd and South Vista Avenue Le Grand,19.0,100.0,,,-120.333898,37.187714,Wildfire,b85fdc63-f8c9-4746-8091-f0e459a2e6cc,https://www.fire.ca.gov/incidents/2025/5/17/kahlon-fire/,,,2025-05-17,N,True,False,2025-05-17,1.2787536009528289,270.0,65.33901977539062,0.6707733946869091,181.0,0.0,2025-05-17,2781,37.69833333333333,-120.11694444444444,0.5547981153915141,524,2025-05-05,Chamise,New Growth,171.743,Groveland - Coal Pit,SOCC,Stanislaus NF,37.69833333333333,-120.11694444444444,3309.0,2025-05-05,12
Nella Fire,Y,2026-01-05T14:02:38Z,2025-05-17T12:03:21Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,I-5 and Hwy 152 Santa Nella,535.0,100.0,,,-120.9680028,37.0462978,Wildfire,c6b55ce4-48c8-4027-978b-b880b4dfd5b5,https://www.fire.ca.gov/incidents/2025/5/17/nella-fire/,2025-05-17T08:00:00Z,2025-05-17,2025-05-17,N,True,False,2025-05-17,2.7283537820212285,136.0,79.59319305419922,7.47055673192758,168.0,6.0,2025-05-17,2782,36.54472222222222,-121.16083333333334,0.5373654946205016,1116,2025-05-15,Chamise,New Growth,104.67,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2025-05-15,2
Idria Fire,Y,2026-01-05T14:03:33Z,2025-05-17T13:03:19Z,CAL FIRE San Benito-Monterey Unit,,San Benito,"New Idria Road, South of Panoche Valley, Paicines",330.0,100.0,,,-120.835667,36.543667,Wildfire,1191b16b-f398-4545-9827-674ed99b1f05,https://www.fire.ca.gov/incidents/2025/5/17/idria-fire/,2025-05-19T08:00:00Z,2025-05-19,2025-05-17,N,True,False,2025-05-17,2.5185139398778875,91.0,437.7384948730469,75.96505518506353,137.0,14.0,2025-05-17,2783,36.54472222222222,-121.16083333333334,0.32516804552014134,1116,2025-05-15,Chamise,New Growth,104.67,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2025-05-15,2
12th St / B St Fire,Y,2025-05-18T21:59:24Z,2025-05-17T21:16:20Z,Orange Cove Fire Protection District,,Fresno,"12th St and B St., Orange Cove",10.0,100.0,,,-119.320298,36.630347,Wildfire,6e547ca0-c187-4a01-9ec8-4104fdd45566,https://www.fire.ca.gov/incidents/2025/5/17/12th-st-b-st-fire/,,,2025-05-17,N,False,False,2025-05-17,1.0,148.0,128.9430389404297,1.3368584772331855,180.0,0.0,2025-05-17,2784,36.7475,-119.0549,0.29010502204028693,1571,2025-05-01,Ceanothus,Buckbrush,161.0,Dunlap,SOCC,PGE-SOCC,36.7475,-119.0549,4380.0,2025-05-01,16
Jacobs Fire,Y,2025-05-18T22:02:28Z,2025-05-17T21:06:13Z,Orange Cove Fire Protection District,,Fresno,Clayton Ave and South Jacobs Ave in Orange Cove,15.0,100.0,,,-119.313661,36.639031,Wildfire,35d0844e-0ceb-420f-b267-ab22d3afb4df,https://www.fire.ca.gov/incidents/2025/5/17/jacobs-fire/,,,2025-05-17,N,False,False,2025-05-17,1.1760912590556811,222.0,132.85855102539062,1.941400556484511,184.0,2.0,2025-05-17,2785,36.7475,-119.0549,0.2805757991737636,1571,2025-05-01,Ceanothus,Buckbrush,161.0,Dunlap,SOCC,PGE-SOCC,36.7475,-119.0549,4380.0,2025-05-01,16
Adams Fire,Y,2025-05-18T21:59:50Z,2025-05-17T23:42:45Z,Orange Cove Fire Protection District,,Fresno,Adams Ave and 10th St in Orange Cove,30.0,100.0,,,-119.317698,36.631825,Wildfire,a6ce84c1-8ced-46b6-a5a1-501b7890dff6,https://www.fire.ca.gov/incidents/2025/5/17/adams-fire/,,,2025-05-17,N,False,False,2025-05-17,1.4771212547196624,229.0,130.02825927734375,1.4259735532672884,181.0,0.0,2025-05-17,2786,36.7475,-119.0549,0.2871297519049448,1571,2025-05-01,Ceanothus,Buckbrush,161.0,Dunlap,SOCC,PGE-SOCC,36.7475,-119.0549,4380.0,2025-05-01,16
Grange Fire,Y,2025-05-18T22:00:24Z,2025-05-18T08:58:06Z,CAL FIRE Tuolumne-Calaveras Unit,,Stanislaus,"Highway 132 and Old La Grange Rd. , La Grange",30.0,100.0,,,-120.4395747,37.6693899,Wildfire,70033b2a-f28f-4545-b1a4-fd29950a3c9d,https://www.fire.ca.gov/incidents/2025/5/18/grange-fire/,2025-05-18T14:42:33Z,2025-05-18,2025-05-18,N,True,False,2025-05-18,1.4771212547196624,124.0,143.36036682128906,40.90337052933006,130.0,20.0,2025-05-18,2787,37.81222222222222,-120.2675,0.22363088930530242,955,2025-05-02,Chamise,New Growth,185.0,Priest Grade,SOCC,PGE-SOCC,37.81222222222222,-120.2675,2500.0,2025-05-02,16
Sunset Fire,Y,2025-05-21T13:28:06Z,2025-05-18T13:43:22Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"Sunset Blvd., West cross of Fiddyment Road, Lincoln",65.0,100.0,,,-121.349272,38.824583,Wildfire,481e4ea4-bbed-4ac9-8d4d-a09787de9d08,https://www.fire.ca.gov/incidents/2025/5/18/sunset-fire/,2025-05-19T16:21:00Z,2025-05-19,2025-05-18,N,True,False,2025-05-18,1.8129133566428557,289.0,33.22771072387695,5.767999786484279,181.0,0.0,2025-05-18,2788,38.78722222222222,-121.04138888888887,0.31014164155047824,1031,2023-07-26,Chamise,New Growth,83.0,Salmon Falls,NOCC,CAL FIRE Amador-Eldorado Unit,38.78722222222222,-121.04138888888887,950.0,2023-07-26,662
Corn Fire,Y,2025-05-20T13:19:42Z,2025-05-18T13:47:18Z,CAL FIRE Fresno-Kings Unit,,Fresno,Cornflower Lane east of Squaw Valley Road in Yokuts Valley,26.0,100.0,,,-119.14466,36.661361,Wildfire,9666b843-8126-4a70-a753-93711f782529,https://www.fire.ca.gov/incidents/2025/5/18/corn-fire/,2025-05-19T13:00:00Z,2025-05-19,2025-05-18,N,True,False,2025-05-18,1.414973347970818,119.0,627.7632446289062,55.07560273804218,171.0,3.0,2025-05-18,2789,36.7475,-119.0549,0.12440572704260919,1571,2025-05-01,Ceanothus,Buckbrush,161.0,Dunlap,SOCC,PGE-SOCC,36.7475,-119.0549,4380.0,2025-05-01,17
Panoche Fire,Y,2025-05-19T15:26:30Z,2025-05-18T14:48:51Z,CAL FIRE Fresno-Kings Unit,,Fresno,"West Ponoche Road near I-5, Chaney Ranch",27.0,100.0,,,-120.624598,36.63874,Wildfire,d11d8cdb-f0c4-487b-8a1d-bf9e0a64b355,https://www.fire.ca.gov/incidents/2025/5/18/panoche-fire/,2025-05-18T15:42:00Z,2025-05-18,2025-05-18,N,True,False,2025-05-18,1.4313637641589874,55.0,146.43382263183594,6.306872301885674,179.0,0.0,2025-05-18,2790,36.20916666666667,-120.51194444444444,0.44409916943225625,727,2022-04-25,Chamise,New Growth,115.0,Los Gatos,SOCC,CDF Fresno-Kings Unit,36.20916666666667,-120.51194444444444,1533.0,2022-04-25,1119
Walnut Fire,Y,2025-05-20T13:37:22Z,2025-05-18T15:35:50Z,CAL FIRE Santa Clara Unit,,Contra Costa,"Walnut Boulevard near Camino Diablo, Brentwood",51.0,100.0,,,-121.69861,37.874694,Wildfire,be3d405d-c19a-4c9e-9f17-5284a710d9d8,https://www.fire.ca.gov/incidents/2025/5/18/walnut-fire/,2025-05-18T16:35:00Z,2025-05-18,2025-05-18,N,True,False,2025-05-18,1.7075701760979365,93.0,43.251068115234375,17.828087223803042,176.0,1.0,2025-05-18,2792,37.91361111111111,-121.85166666666666,0.15792683352851347,222,2025-05-15,Chamise,New Growth,116.0,Clayton Ranch,NOCC,CalFire Santa Clara Unit,37.91361111111111,-121.85166666666666,1075.0,2025-05-15,3
Gunsmoke Fire,Y,2025-05-20T13:19:00Z,2025-05-18T17:26:19Z,CAL FIRE Tehama-Glenn Unit,,Tehama,"Pettyjohn Road near Pope Drive, Red Bluff",10.0,100.0,,,-122.5868,40.1624,Wildfire,e291bb03-c0ad-411c-b616-4327c9032095,https://www.fire.ca.gov/incidents/2025/5/18/gunsmoke-fire/,2025-05-19T16:30:00Z,2025-05-19,2025-05-18,N,True,False,2025-05-18,1.0,240.0,328.08099365234375,31.92154858872723,230.0,19.0,2025-05-18,2793,40.31194444444444,-122.79138888888887,0.2534169574455966,963,2025-05-09,Chamise,,197.05,R Wild Horse Ranch,NOCC,CalFire Tehama-Glenn Unit,40.31194444444444,-122.79138888888887,1780.0,2025-05-09,9
Spring Fire,Y,2025-11-05T08:21:36Z,2025-05-19T20:59:07Z,"CAL FIRE Siskiyou Unit and Mt. Shasta City Fire Department
",,Siskiyou,Spring Hill Mount Shasta City ,12.0,100.0,,,-122.32687,41.33512,Wildfire,7660065b-dc72-49fa-a5d4-c25f29f5f12d,https://www.fire.ca.gov/incidents/2025/5/19/spring-fire/,2025-05-20T04:30:00Z,2025-05-20,2025-05-19,N,False,False,2025-05-19,1.0791812460476249,46.0,1305.8359375,50.777354895196495,167.0,6.0,2025-05-19,2795,41.35055555555556,-122.29472222222222,0.03566140759081406,803,2025-05-15,Manzanita,Greenleaf,86.57,Mount Shasta,NOCC,Shasta-Trinity NF,41.35055555555556,-122.29472222222222,4441.0,2025-05-15,4
Phillips Fire,Y,2025-05-20T20:26:26Z,2025-05-20T06:58:47Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Ward Road and Phillips Road, Southeast of Los Banos",20.0,100.0,,,-120.818154,37.03473,Wildfire,e3bc74fc-b0a6-4580-9a6e-4988f3e15376,https://www.fire.ca.gov/incidents/2025/5/20/phillips-fire/,,,2025-05-20,N,True,False,2025-05-20,1.3010299956639813,0.0,35.83799743652344,0.717526548233154,180.0,0.0,2025-05-20,2796,36.54472222222222,-121.16083333333334,0.5979437663999031,1116,2025-05-15,Chamise,New Growth,104.67,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2025-05-15,5
Cunningham Fire,Y,2025-05-21T06:21:19Z,2025-05-20T11:34:05Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,North Cunningham Road and Bear Creek,201.0,100.0,,,-120.25151,37.344921,Wildfire,741b7993-0acd-4942-8bd2-7e6984bc48f6,https://www.fire.ca.gov/incidents/2025/5/20/cunningham-fire/,2025-05-20T12:52:00Z,2025-05-20,2025-05-20,N,True,False,2025-05-20,2.303196057420489,328.0,98.19737243652344,2.2750081203396046,181.0,0.0,2025-05-20,2797,37.69833333333333,-120.11694444444444,0.3781642051993875,524,2025-05-19,Chamise,New Growth,141.91,Groveland - Coal Pit,SOCC,Stanislaus NF,37.69833333333333,-120.11694444444444,3309.0,2025-05-19,1
Crossing Fire,Y,2025-05-22T21:59:06Z,2025-05-20T14:07:56Z,CAL FIRE Riverside Unit,,Riverside,"Lower Ranch Road and Petes Crossing, near Agua",126.0,100.0,,"City of Corona FD, City of Hemet FD, Ontario FD, Riverside City FD",-116.8260846,33.466549,Wildfire,5ab32f4d-a6a0-4e9f-9689-f55b7a2c03cf,https://www.fire.ca.gov/incidents/2025/5/20/crossing-fire/,2025-05-21T16:47:00Z,2025-05-21,2025-05-20,N,True,False,2025-05-20,2.100370545117563,31.0,805.1611328125,43.866336627121505,169.0,7.0,2025-05-20,2798,33.54833333333333,-116.71777777777778,0.13571678200816814,1052,2023-01-30,Chamise,,79.0,SCE-Anza,SOCC,SCE,33.54833333333333,-116.71777777777778,3878.0,2023-01-30,841
Sargent Fire,Y,2025-05-20T20:33:37Z,2025-05-20T12:07:51Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Near Highway 101 and Sargents Road, San Ardo",13.0,100.0,,,-120.859456,35.952527,Wildfire,45da254c-b880-463d-b7c0-8b3daa08d8a0,https://www.fire.ca.gov/incidents/2025/5/20/sargent-fire/,2025-05-20T13:00:00Z,2025-05-20,2025-05-20,N,True,False,2025-05-20,1.1139433523068367,216.0,154.68797302246094,27.106148636704265,182.0,1.0,2025-05-20,2799,35.950833333333335,-121.00083333333332,0.14138747783032118,716,2020-09-16,Chamise,,55.0,Lockwood New Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.950833333333335,-121.00083333333332,2800.0,2020-09-16,1707
Mission Fire,Y,2025-05-21T06:23:06Z,2025-05-20T14:44:12Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Mission Ave and Henry Street, Southwest of the City of Merced",54.0,100.0,,,-120.451639,37.27341,Wildfire,5d4edc6a-7049-47c8-b977-11faf06889a1,https://www.fire.ca.gov/incidents/2025/5/20/mission-fire/,2025-05-20T18:06:00Z,2025-05-20,2025-05-20,N,True,False,2025-05-20,1.7323937598229686,229.0,52.68064498901367,0.7041674073143928,181.0,0.0,2025-05-20,2800,37.69833333333333,-120.11694444444444,0.5409069094859508,524,2025-05-19,Chamise,New Growth,141.91,Groveland - Coal Pit,SOCC,Stanislaus NF,37.69833333333333,-120.11694444444444,3309.0,2025-05-19,1
