,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,lon,lat,fire_start_date,rmax_mean_8w,rmin_mean_8w,sph_mean_8w,srad_mean_8w,tmmn_mean_8w,tmmx_mean_8w,vs_mean_8w,bi_mean_8w,fm100_mean_8w,fm1000_mean_8w,erc_mean_8w,etr_mean_8w,pet_mean_8w,vpd_mean_8w,pr_sum_8w,th_sin_8w,th_cos_8w,rmax_mean_6w,rmin_mean_6w,sph_mean_6w,srad_mean_6w,tmmn_mean_6w,tmmx_mean_6w,vs_mean_6w,bi_mean_6w,fm100_mean_6w,fm1000_mean_6w,erc_mean_6w,etr_mean_6w,pet_mean_6w,vpd_mean_6w,pr_sum_6w,th_sin_6w,th_cos_6w,rmax_mean_4w,rmin_mean_4w,sph_mean_4w,srad_mean_4w,tmmn_mean_4w,tmmx_mean_4w,vs_mean_4w,bi_mean_4w,fm100_mean_4w,fm1000_mean_4w,erc_mean_4w,etr_mean_4w,pet_mean_4w,vpd_mean_4w,pr_sum_4w,th_sin_4w,th_cos_4w,rmax_mean_2w,rmin_mean_2w,sph_mean_2w,srad_mean_2w,tmmn_mean_2w,tmmx_mean_2w,vs_mean_2w,bi_mean_2w,fm100_mean_2w,fm1000_mean_2w,erc_mean_2w,etr_mean_2w,pet_mean_2w,vpd_mean_2w,pr_sum_2w,th_sin_2w,th_cos_2w,log_acres_burned
21,Border Fire,Y,2013-05-23T08:30:00Z,2013-05-22T16:14:00Z,CAL FIRE San Diego Unit,,San Diego,Off Alta Rd in the Otay Mesa area,100.0,100.0,,CAL FIRE San Diego Unit,-116.900368,32.564465,,e077e091-f890-477c-b948-eb23774b432e,https://www.fire.ca.gov/incidents/2013/5/22/border-fire/,2013-05-23T08:30:00Z,2013-05-23,2013-05-22,N,True,False,-116.900368,32.564465,2013-05-22,97.049995,38.45714,0.008076428,273.8643,281.80716,296.16428,3.9857142,32.714287,15.550001,15.057144,36.142857,5.2357144,4.085714,0.7007143,0.5,-0.6780738,0.6884416,78.635704,27.442858,0.0064471434,309.57855,282.09283,297.35715,3.385714,35.0,12.585713,14.599999,42.5,6.7428575,5.128571,1.0964286,1.4,-0.6748463,0.05234105,90.37858,36.871426,0.008368571,309.2857,284.05716,298.2857,3.3928568,29.142857,13.707143,13.842857,40.642857,6.285713,5.0285716,0.9700001,9.9,-0.59350735,-0.037343573,89.32143,36.59286,0.009082143,339.15717,285.9,299.73566,3.0214286,34.285713,13.8785715,14.235713,41.642857,6.9428573,5.6142855,1.1085714,0.0,-0.7743966,0.19184123,4.61512051684126
22,San Felipe Fire,Y,2022-10-24T11:41:15Z,2013-05-23T12:20:00Z,CAL FIRE San Diego Unit,,San Diego,"San Felipe Road, north of Highway 78, East of Julian",2650.0,100.0,,"CAL FIRE San Diego Unit, CALFIRE, USFS, BLM, SAN DIEGO SHERIFF'S OFFICE, AMR, CAL EMA, SAN DIEGO CITY, LOCAL GOVERNMENT, SAN DIEGO FIRE AUTHORITY, RESERVATION, CCC",-116.52579,33.12111,,859479e3-918c-42c6-bb74-5fdc17930a16,https://www.fire.ca.gov/incidents/2013/5/23/san-felipe-fire/,2013-05-26T17:45:00Z,2013-05-26,2013-05-23,N,True,False,-116.52579,33.12111,2013-05-23,74.50001,19.57857,0.0047664284,282.51428,278.94284,298.31424,4.0642858,57.357143,9.635714,9.778571,64.14286,7.635714,5.442857,1.3742857,0.5,-0.77514344,0.3960207,55.328575,13.435715,0.0036071427,315.68576,279.47858,299.55713,3.892857,57.142857,7.7714276,9.349999,69.57143,8.6,6.1214294,1.7242857,1.5,-0.5388502,-0.35384616,59.621426,16.164286,0.0043492857,314.43573,281.59283,301.85,3.8428574,58.714287,7.25,8.064286,74.21429,9.507143,6.735715,1.9599999,9.9,-0.5429282,-0.23748288,61.092857,13.707143,0.0051721423,340.14285,284.05716,305.50714,3.6428573,61.285713,8.442858,8.8785715,71.35714,10.6214285,7.6285715,2.3664286,0.0,-0.5968633,-0.19606315,7.8826922062890254
23,Homestead Fire,Y,2013-05-25T18:45:00Z,2013-05-25T17:35:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Homestead Rd & Hwy 41, northeast of Atascadero ",50.0,100.0,,CAL FIRE San Luis Obispo Unit,-120.6368,35.5123,,5b5ce06d-7ea9-4d28-b564-715fd0d04f3f,https://www.fire.ca.gov/incidents/2013/5/25/homestead-fire/,2013-05-25T18:45:00Z,2013-05-25,2013-05-25,N,True,False,-120.6368,35.5123,2013-05-25,95.29286,34.17857,0.0061449995,272.1357,278.25,294.72855,4.1928573,30.071428,15.621429,15.992858,33.357143,5.65,4.214286,0.77500004,2.8000002,-0.5240864,0.25190693,83.292854,23.157145,0.005339286,318.77856,278.85712,297.24286,3.778571,40.785713,11.457143,14.142858,46.214287,7.142857,5.292857,1.1535714,0.0,-0.5846232,0.36407465,81.60714,25.192856,0.0060499995,323.63577,281.37143,299.36426,3.7857146,41.785713,11.442857,12.542859,50.214287,7.778571,5.8214293,1.3442858,2.9,-0.48990735,0.30848783,68.78571,17.099998,0.005174286,356.0,282.05716,300.9857,4.5214286,57.285713,8.949999,11.435714,59.857143,10.007143,7.2214284,1.6807144,0.0,-0.74025774,0.61976206,3.9318256327243257
24,Smiley Fire,Y,2013-05-25T23:00:00Z,2013-05-25T14:59:00Z,CAL FIRE/Riverside County Fire,,Riverside,"Off Smiley Blvd & Vista Suelto Rd, north of Moreno Valley",124.0,100.0,,CAL FIRE/Riverside County Fire,-117.187934,33.963591,,9795afee-7e60-4ab3-b5c3-7df67f91c5f9,https://www.fire.ca.gov/incidents/2013/5/25/smiley-fire/,2013-05-25T23:00:00Z,2013-05-25,2013-05-25,N,True,False,-117.187934,33.963591,2013-05-25,75.049995,21.935713,0.0054542855,264.6143,281.27856,297.93573,3.4500003,47.142857,10.42143,10.228571,60.142857,6.835714,4.985714,1.3135716,0.8,-0.8728682,-0.06547172,68.37144,19.157145,0.0049985717,290.87143,281.42856,298.7143,3.2642858,53.142857,8.942857,9.857142,65.5,7.278572,5.3857145,1.4864285,0.0,-0.6800779,-0.37642074,72.25715,23.264284,0.00578,296.65,283.0143,300.10004,3.164286,46.57143,9.95,9.407143,63.42857,7.6071434,5.671429,1.6021429,9.8,-0.50717896,-0.2962806,68.87857,17.364285,0.006125,330.35715,285.1786,303.15,2.9285715,50.42857,9.185715,10.107144,64.28571,8.585714,6.4928575,1.9678571,0.0,-0.7086458,-0.4288265,4.8283137373023015
25,General Fire,Y,2022-10-24T11:41:51Z,2013-05-26T12:04:00Z,CAL FIRE San Diego Unit,,San Diego,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",2500.0,100.0,,CAL FIRE San Diego Unit,-116.5209,33.04458,,07a5397c-a665-4f84-9a82-5f689cb2c8f3,https://www.fire.ca.gov/incidents/2013/5/26/general-fire/,2013-05-31T06:15:00Z,2013-05-31,2013-05-26,N,True,False,-116.5209,33.04458,2013-05-26,70.57857,22.135714,0.0043985713,292.33572,278.02142,294.35,4.057143,50.785713,9.828572,10.185715,61.0,6.6999993,4.8928566,1.09,0.5,-0.7661947,0.19994189,57.850002,17.314287,0.0036235712,319.4643,278.35,295.27145,4.1,56.92857,7.971429,9.428572,67.85714,7.5428576,5.4928575,1.3164285,2.4,-0.55088603,-0.17674446,62.47143,20.057142,0.004331429,316.42862,280.19287,297.57858,4.071429,51.07143,8.95,8.757143,67.0,8.3857155,6.078572,1.4935714,14.6,-0.45227006,-0.31126243,54.499996,13.807142,0.004275714,345.57144,281.92145,300.52145,3.7714288,62.285713,7.335714,9.171428,71.64286,9.5,6.928571,1.8285714,0.0,-0.7062909,-0.29475167,7.824445930877619
26,White Fire,Y,2013-05-30T19:30:00Z,2013-05-27T14:45:00Z,USFS Los Padres National Forest,,Santa Barbara,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",1984.0,100.0,,USFS Los Padres National Forest,-119.82429,34.55048,,abc61995-8bea-4be1-aa49-ee378ab3baaa,https://www.fire.ca.gov/incidents/2013/5/27/white-fire/,2013-05-30T19:30:00Z,2013-05-30,2013-05-27,N,False,False,-119.82429,34.55048,2013-05-27,80.671425,25.821428,0.00608,277.1,281.2357,298.6143,5.378571,54.857143,11.921428,11.885714,52.5,7.8428574,5.557143,1.255,0.0,-0.30002126,0.4268392,66.52143,18.385714,0.005256429,304.3643,282.0714,300.80713,3.9285715,52.57143,8.542857,10.42143,62.714287,8.428572,6.092857,1.682143,0.5,0.023579348,-0.05075108,71.17857,23.300001,0.006095,311.07144,283.55713,301.35715,3.8857143,50.714287,9.721429,9.792857,62.92857,8.435715,6.192857,1.6885713,6.3,0.070173666,0.56048405,58.83572,15.6214285,0.0048985714,326.8357,283.65,302.14285,3.707143,60.785713,7.2571425,9.242857,71.28571,9.657144,6.971428,1.9171427,0.0,-0.47770637,0.5991529,7.59337419312129
27,Magic Fire,Y,2013-05-29T15:30:00Z,2013-05-28T11:30:00Z,Los Angeles County Fire Department,,Los Angeles,off Magic Mtn Parkway in Valencia,149.0,100.0,,Los Angeles County Fire Department,-118.58688,34.419284,,794412f2-1ba2-4217-ac38-49272a96fb6f,https://www.fire.ca.gov/incidents/2013/5/28/magic-fire/,2013-05-29T15:30:00Z,2013-05-29,2013-05-28,N,True,False,-118.58688,34.419284,2013-05-28,76.028564,23.542858,0.0057471427,277.4643,282.09286,298.1,3.878571,54.214287,10.307143,10.085713,61.42857,7.321429,5.307143,1.2857143,0.0,-0.3101479,0.055414952,62.392857,15.335714,0.004926428,304.07147,282.7643,300.8786,3.1571429,55.142857,8.485713,9.485715,68.35714,8.271429,6.035714,1.7671429,0.0,-0.2553729,0.08050159,73.15715,26.757145,0.0066371434,302.82855,285.28574,300.8857,3.707143,47.285713,10.771429,9.864285,59.92857,8.185714,6.071429,1.6735713,9.400001,-0.055197477,0.19870712,74.15714,21.714285,0.006337143,330.19287,284.4643,300.7357,2.8071427,49.285713,8.864286,9.914285,64.78571,7.8642855,6.0571427,1.5607141,0.0,-0.3296886,-0.36967954,5.0106352940962555
28,Olive Fire,Y,2013-05-29T10:30:00Z,2013-05-28T15:24:00Z,Santa Barbara County Fire,,Santa Barbara,"Hwy 246 and Meadowvale, East of Solvang ",170.0,100.0,,Santa Barbara County Fire,-120.074655,34.611824,,cb5f34a0-177e-445d-9349-dd94063a01d0,https://www.fire.ca.gov/incidents/2013/5/28/olive-fire/,2013-05-29T10:30:00Z,2013-05-29,2013-05-28,N,True,False,-120.074655,34.611824,2013-05-28,88.58571,30.935717,0.006364286,295.21426,280.70715,296.8143,6.871428,55.07143,13.685715,13.157143,45.142857,7.6357145,5.407143,0.9928571,0.4,-0.49143267,0.8498324,74.52857,20.671429,0.0055700005,325.77856,281.35,299.84286,4.4071426,51.07143,10.514285,12.078573,54.714287,8.557142,6.2071424,1.4721429,0.0,-0.20279202,0.63893276,77.52857,30.5,0.006678571,329.10004,283.3429,299.44284,4.5999994,42.214287,11.592857,11.657144,51.5,8.05,5.9928575,1.3657142,2.4,-0.14267397,0.5921475,76.16429,24.207144,0.0057821427,346.44287,282.24286,298.80713,6.0499997,65.64286,9.45,10.900001,59.642857,9.6,6.8571434,1.3271428,0.0,-0.61631733,0.7552096,5.14166355650266
29,Branch Fire,Y,2013-06-03T18:30:00Z,2013-06-01T17:27:00Z,Los Padres National Forest,,San Luis Obispo,"west of the Carrizo Plain, Los Padres National Forest",500.0,100.0,,Los Padres National Forest,-120.05131,35.15832,,213dc89e-9f29-4480-91a6-aec5fb694999,https://www.fire.ca.gov/incidents/2013/6/1/branch-fire/,2013-06-03T18:30:00Z,2013-06-03,2013-06-01,N,False,False,-120.05131,35.15832,2013-06-01,67.071434,26.128569,0.004728571,302.91428,280.02142,293.27142,4.65,51.0,10.25,12.42143,53.07143,6.8142858,4.985714,1.0057143,0.0,-0.13173746,0.3910251,55.31429,18.385715,0.005521429,324.4857,286.27142,300.89285,3.4785714,56.142857,7.357143,9.992857,67.5,8.9,6.5357146,1.8199999,0.0,-0.1990683,0.028226009,65.185715,25.15,0.0059378566,328.39996,285.4286,299.22144,3.9785714,54.714287,9.014286,9.6285715,64.0,8.678571,6.414285,1.6228572,6.5,-0.6097924,0.18488702,55.035717,18.257143,0.0049200007,356.85715,284.42862,299.32144,4.342857,68.57143,6.8,8.271428,75.42857,9.685715,7.0642858,1.6721429,0.0,-0.34978655,0.25978264,6.2166061010848646
30,Murphy Fire,Y,2013-06-02T16:55:00Z,2013-06-02T13:30:00Z,CAL FIRE Tuolumne-Calaveras Unit,,Tuolumne,off Lime Kiln Rd,100.0,100.0,,CAL FIRE Tuolumne-Calaveras Unit,-120.33313,37.91529,,98bfbb7c-8446-4e2e-a268-7e961353723c,https://www.fire.ca.gov/incidents/2013/6/2/murphy-fire/,2013-06-02T16:55:00Z,2013-06-02,2013-06-02,N,True,False,-120.33313,37.91529,2013-06-02,85.16429,34.27143,0.0056249998,288.0286,278.3,293.86426,5.45,33.07143,14.514285,17.971428,30.928572,6.407143,4.6571426,0.82785714,8.3,-0.61887354,0.7704319,70.100006,23.02143,0.0062550004,321.01425,283.37143,301.65717,3.8785717,43.642857,9.442857,14.02143,49.57143,8.849999,6.4642854,1.6235714,0.0,-0.47971243,0.87003976,80.85,30.521433,0.0070200004,298.92856,282.94998,299.79288,3.692857,36.0,11.185715,12.692857,47.785713,7.7642856,5.8,1.3471428,10.3,-0.49708924,0.6727907,73.37142,23.828573,0.0057185716,337.97144,281.30716,299.80002,4.7214284,52.57143,9.685714,11.242858,57.0,9.335714,6.7571425,1.4592856,1.5,-0.6357685,0.765472,4.61512051684126
31,Lone Fire,Y,2013-06-03T20:00:00Z,2013-06-03T13:49:00Z,CAL FIRE Butte Unit,,Butte,Palermo Road and Lone Tree Road near Palermo,298.0,100.0,All road closures have been lifted.,"CAL FIRE Butte Unit, CAL FIRE, El Medio Fire, Chico Fire Dept, Oroville Fire Dept, Butte Co. Sheriff's Dept, Butte Co. Public Works, PG&E and CHP",-121.576804,39.434183,,1a5192f1-bc99-4130-8683-381e0534b76a,https://www.fire.ca.gov/incidents/2013/6/3/lone-fire/,2013-06-03T20:00:00Z,2013-06-03,2013-06-03,N,True,False,-121.576804,39.434183,2013-06-03,74.90714,28.92143,0.0055035716,296.9,281.12857,297.92856,3.9142857,34.07143,11.535714,15.8714285,40.214287,7.257142,5.307143,1.2485714,2.7,-0.42791605,0.6828999,59.27143,22.571426,0.0059978566,327.75714,285.74997,303.21432,3.214286,47.214287,7.771428,11.985713,58.92857,8.814286,6.557143,1.9121429,0.0,0.15585889,0.07348968,75.442856,33.35,0.007953571,295.82147,286.42856,302.07144,2.2642856,34.214287,10.385715,11.392858,53.07143,6.942858,5.4785714,1.5378572,10.6,0.12728424,0.6710282,62.114285,24.228573,0.005841429,331.0071,284.52142,302.17142,2.8214285,43.142857,8.285714,9.971429,62.92857,8.414287,6.3571424,1.8085716,2.3,-0.26653603,0.46099132,5.700443573390687
32,Hathaway Fire,Y,2013-06-09T16:45:00Z,2013-06-09T12:30:00Z,USFS San Bernardino National Forest,,Riverside,"Hathaway Canyon area, northeast of Banning",0.0,100.0,,USFS San Bernardino National Forest,-116.84137,33.99647,,befb9d5c-c0ea-48b8-8589-2586be0275af,https://www.fire.ca.gov/incidents/2013/6/9/hathaway-fire/,2013-06-09T16:45:00Z,2013-06-09,2013-06-09,N,False,False,-116.84137,33.99647,2013-06-09,59.464287,15.571429,0.0042442856,320.40714,279.84286,296.60715,3.45,48.714287,7.8928576,9.635714,66.5,7.2428575,5.385714,1.3792858,3.7,-0.6374168,-0.3478269,66.13572,22.492857,0.0051149996,319.39285,281.25714,297.19284,3.7714286,46.142857,9.585715,9.164286,63.785713,7.457143,5.585715,1.3685714,23.500002,-0.5382112,-0.35148647,57.892853,14.042856,0.004919286,345.0857,283.30716,300.30716,3.4999998,57.42857,7.8857145,9.914286,67.85714,8.849999,6.6142855,1.7435715,0.0,-0.6924141,-0.5306462,63.278572,13.328569,0.005679286,349.27145,284.25714,303.60715,3.0214286,58.92857,6.9,8.45,75.64286,9.214286,6.957143,2.0592859,0.0,-0.7699606,-0.48340288,0.0
33,Sonoma-Lake-Napa Unit Lightning Fires,Y,2013-06-14T15:45:00Z,2013-06-10T00:46:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"Sonoma, Solano, Lake, Colusa","throughout Sonoma, Solano, Lake & Colusa Counties",28.0,100.0,,CAL FIRE Sonoma-Lake-Napa Unit,-122.0437,38.4229,,5ce45b6c-81b5-422c-9078-8c68dd872c8a,https://www.fire.ca.gov/incidents/2013/6/10/sonoma-lake-napa-unit-lightning-fires/,2013-06-14T15:45:00Z,2013-06-14,2013-06-10,N,True,False,-122.0437,38.4229,2013-06-10,72.63571,26.428572,0.005647857,331.2143,281.24286,299.52142,3.6785712,41.285713,9.992857,13.999999,48.42857,8.035715,5.957143,1.417857,0.0,-0.6596882,0.31427208,69.057144,26.457142,0.006452143,310.5357,284.62857,301.8857,3.3500004,40.857143,9.678573,11.835714,53.785713,8.464286,6.292857,1.6807142,8.9,-0.668097,-0.2765246,66.064285,21.850002,0.005444286,352.72858,282.52856,301.27856,4.5142856,58.857143,8.3714285,10.692858,62.5,9.992857,7.207143,1.6750001,0.0,-0.86649185,-0.20061912,69.19286,22.171429,0.0072921435,335.25714,287.17142,306.7857,4.114286,51.214287,8.3571415,9.535714,64.92857,11.028572,7.971429,2.3964286,1.4000001,-0.9059889,-0.25695458,3.367295829986474
34,152 Fire,Y,2013-06-05T08:30:00Z,2013-06-04T15:42:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Hwy 152 in San Luis Creek Reservoir,124.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.006939,37.03776,,f9e85371-fc46-4f54-822c-7dcdaadde551,https://www.fire.ca.gov/incidents/2013/6/4/152-fire/,2013-06-05T08:30:00Z,2013-06-05,2013-06-04,N,True,False,-121.006939,37.03776,2013-06-04,70.8,23.164288,0.005257857,315.06427,282.25003,297.85715,4.092857,43.07143,10.514287,14.1428585,47.714287,7.757142,5.6428576,1.3550001,0.0,-0.57672226,0.75565964,63.750004,19.078571,0.0058492864,326.26425,286.2214,302.82858,3.057143,49.857143,7.5571427,10.964286,63.5,8.742857,6.4928565,1.9492856,0.0,-0.5042729,0.46610928,70.54286,21.692856,0.0061371434,332.50714,285.67856,302.16428,3.6285713,56.357143,8.607142,9.621429,66.21429,9.307143,6.864285,1.8271427,0.0,-0.7870496,0.5407868,65.86428,19.54286,0.005399286,347.1143,284.75714,301.27856,4.192857,64.42857,7.9357142,8.678572,71.35714,9.800001,7.121429,1.8092855,0.0,-0.82706106,0.5026913,4.8283137373023015
35,Lake Fire,Y,2013-06-06T07:00:00Z,2013-06-05T16:05:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,Lakeshore Drive and Patterson Drive in Clearlake Oaks,30.0,100.0,,CAL FIRE Sonoma-Lake-Napa Unit,-122.703193,38.99233,,dcb21e64-9d38-47c2-848b-e8e0dea5c2de,https://www.fire.ca.gov/incidents/2013/6/5/lake-fire/,2013-06-06T07:00:00Z,2013-06-06,2013-06-05,N,True,False,-122.703193,38.99233,2013-06-05,69.65714,25.35,0.0048778574,316.61432,279.64285,296.73575,5.3142853,44.714287,10.521429,15.407144,43.5,8.228571,5.85,1.2264286,0.0,-0.36776644,0.76234657,60.757137,22.699999,0.0051607145,316.85,282.69998,300.29288,3.5714285,51.07143,7.5357146,11.435714,60.92857,8.521429,6.2285714,1.637143,0.9,-0.23029223,0.5399411,75.84285,27.985714,0.0064878566,334.7857,282.57144,300.18573,4.321429,53.642857,10.664285,10.864286,57.357143,8.828572,6.5,1.4064286,0.0,-0.69647723,0.67363966,68.35,25.300001,0.0057014287,338.82144,282.17142,300.0357,4.821429,55.57143,9.171428,10.135714,61.0,9.528571,6.892857,1.5685713,2.2,-0.67636096,0.5902079,3.4339872044851463
36,Powerhouse Fire,Y,2013-06-08T18:30:00Z,2013-05-30T15:28:00Z,USFS Angeles National Forest/Los Angeles County/CAL FIRE,,Los Angeles,Angeles National Forest,30274.0,100.0,,USFS Angeles National Forest/Los Angeles County/CAL FIRE,-118.423176,34.585595,,bf37805e-1cc2-4208-9972-753e47874c87,https://www.fire.ca.gov/incidents/2013/5/30/powerhouse-fire/,2013-06-08T18:30:00Z,2013-06-08,2013-05-30,N,True,False,-118.423176,34.585595,2013-05-30,72.8,24.814285,0.0052599995,295.93573,280.47144,294.73575,4.1214285,53.5,10.164286,9.685714,61.857143,6.7428575,4.9714284,1.0635713,1.4,-0.4173018,-0.0024610502,52.37143,12.042856,0.004635714,321.6357,283.8,300.98575,3.3,61.857143,6.6285706,8.6,75.78571,8.764285,6.4,1.8685715,0.0,-0.13659297,-0.2954989,63.357143,24.164286,0.0055700005,325.1,284.8357,298.62857,3.914286,53.857143,9.799998,9.1285715,64.92857,8.457143,6.2571435,1.6057142,11.799999,-0.2533877,-0.025532749,59.442852,17.47143,0.0051207147,345.7357,284.13568,298.81427,3.4785714,61.42857,6.7999997,8.471428,74.78571,8.592856,6.45,1.5657142,0.0,-0.5482406,-0.29175058,10.318077568421293
37,Vasco Fire,Y,2013-06-08T13:25:00Z,2013-06-08T10:16:00Z,CAL FIRE Santa Clara Unit,,Alameda,"off Vasco Road & North Vasco Road, north of Livermore",240.0,100.0,,CAL FIRE Santa Clara Unit,-121.737213,37.775057,,2ad509e4-99f1-4e1a-81eb-839f772f9c45,https://www.fire.ca.gov/incidents/2013/6/8/vasco-fire/,2013-06-08T13:25:00Z,2013-06-08,2013-06-08,N,True,False,-121.737213,37.775057,2013-06-08,76.299995,28.214285,0.005607143,324.75714,281.34283,296.37857,3.4142857,35.714287,11.142858,15.264285,42.857143,6.8214293,5.192857,1.1321428,0.3,-0.8863884,0.4268901,70.35,26.62143,0.00604,314.7857,284.30002,299.3,2.8285716,38.642857,9.735715,12.435714,52.42857,7.3285713,5.614286,1.4528571,3.5,-0.84732515,0.30626556,71.53572,26.67857,0.005984285,349.50714,283.23572,298.3714,3.9642854,47.857143,9.65,11.292857,56.57143,8.3,6.235714,1.3192858,1.3,-0.95107,0.2716163,78.07857,28.935715,0.0069671427,331.0857,284.5357,300.42142,3.8500001,52.142857,9.764287,10.442857,59.785713,8.514285,6.4142866,1.4621428,0.3,-0.9619545,0.2590781,5.484796933490655
38,Viper Fire,Y,2013-06-08T19:00:00Z,2013-06-08T15:37:00Z,CAL FIRE/Riverside County Fire,,Riverside,"off San Timoteo Canyon Rd and Viper Rd, north of Moreno Valley",42.0,100.0,,CAL FIRE/Riverside County Fire,-117.1265,33.96936,,e9505435-e861-4f33-9069-b0040fb2a135,https://www.fire.ca.gov/incidents/2013/6/8/viper-fire/,2013-06-08T19:00:00Z,2013-06-08,2013-06-08,N,True,False,-117.1265,33.96936,2013-06-08,67.61429,18.357143,0.005005714,294.44998,281.40717,299.05713,3.2214284,53.57143,8.792857,9.714286,66.35714,7.3428574,5.4214287,1.5128571,0.3,-0.6800779,-0.37642074,71.33572,22.942858,0.0058135716,299.52856,283.05002,300.2786,3.142857,47.214287,9.714286,9.178572,64.64286,7.628572,5.6928573,1.6114285,8.5,-0.50717896,-0.2962806,67.614296,16.778574,0.00615,332.81427,285.35712,303.37857,2.9214287,51.142857,9.028571,9.885714,65.57143,8.657144,6.542857,1.9864285,0.0,-0.7086458,-0.4288265,76.15714,16.735712,0.0068349997,335.60715,284.9143,304.8786,2.8714287,52.57143,8.714286,9.314285,68.35714,8.942857,6.7928567,2.047143,0.0,-0.75061977,-0.37755623,3.7612001156935624
39,Northern California Lightning Activity,Y,2013-06-14T16:30:00Z,2013-06-10T00:46:00Z,California Northern Region,,,Across Northern California,60.0,100.0,,California Northern Region,-121.5747,39.9845,,369e41d4-75a6-4be0-a38a-5f7450553631,https://www.fire.ca.gov/incidents/2013/6/10/northern-california-lightning-activity/,2013-06-14T16:30:00Z,2013-06-14,2013-06-10,N,True,False,-121.5747,39.9845,2013-06-10,67.37142,28.657145,0.0043485714,304.39285,276.67142,291.12857,4.585715,42.92857,9.550001,14.935716,45.57143,6.242858,4.6285715,0.84999996,0.0,0.23024543,-0.2408794,64.40714,33.32143,0.0056028576,298.80713,280.56427,293.6214,4.0357146,45.57143,9.542857,12.042857,52.92857,6.642857,5.035714,0.9599999,7.6000004,0.13437,-0.49686,61.121426,28.600002,0.0046614287,334.36432,278.6143,292.65,3.7571428,43.07143,9.157143,11.407144,55.57143,6.7714295,5.192857,0.95214283,8.2,-0.5766283,-0.36730725,54.07857,25.764284,0.0058199996,325.23575,283.80716,299.1143,3.8500004,41.357143,9.164286,11.707144,55.0,8.678571,6.4785714,1.6021429,20.7,0.1516166,-0.5881757,4.110873864173311
40,Roadrunner Fire,Y,2013-06-13T09:45:00Z,2013-06-12T16:43:00Z,CAL FIRE Amador-El Dorado Unit,,Amador,"Roadrunner Drive, south of Ione",96.0,100.0,,CAL FIRE Amador-El Dorado Unit,-120.966016,38.27783,,bf59bc5b-1398-4ae5-adef-6f61b9ee1b90,https://www.fire.ca.gov/incidents/2013/6/12/roadrunner-fire/,2013-06-13T09:45:00Z,2013-06-13,2013-06-12,N,True,False,-120.966016,38.27783,2013-06-12,73.51428,29.471426,0.006598571,315.74286,283.04285,301.05,2.8214288,39.214287,10.035714,13.9,49.142857,7.2499995,5.5499997,1.47,0.0,-0.59717524,0.66761434,67.09285,25.285715,0.0065728575,307.95712,285.51425,302.94287,2.3285716,34.285713,8.957144,11.528572,55.5,7.6785707,5.892857,1.825,4.1,-0.5344059,-0.13314895,67.24286,23.764284,0.005477143,325.93573,282.55716,300.4643,3.1,46.857143,8.1214285,10.042857,63.285713,8.250001,6.178571,1.5571429,0.8,-0.8161438,0.021539802,69.921425,20.364286,0.0075928564,343.55002,287.8357,308.37857,2.4714284,49.214287,7.9428573,9.014285,69.5,9.5,7.2428565,2.5607142,0.0,-0.79329824,0.14518002,4.574710978503383
